activity_type,pressure_cat,biotic_group,service_division,service_section,n_services,RCSES
Environmental Management,Physical change,Birds,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.013500529770156e-8
Environmental Management,Physical change,Birds,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.1042561009512075e-9
Environmental Management,"Chemical changes, chemicals and other pollutants",Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.122032028487802e-8
Environmental Management,"Chemical changes, chemicals and other pollutants",Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.1046124525090257e-4
Environmental Management,Energy,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,4.0718423838185794e-8
Environmental Management,Energy,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.1195758317678443e-4
Environmental Management,Physical change,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.197452083992653e-8
Environmental Management,Physical change,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.226050622188169e-4
Environmental Management,Biological disturbance,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,7.017430051767068e-8
Environmental Management,"Chemical changes, chemicals and other pollutants",Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,9.299416875376438e-8
Environmental Management,Energy,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.119865172592636e-9
Environmental Management,Physical change,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,4.605454720054769e-6
Environmental Management,Biological disturbance,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.574436301450055e-5
Environmental Management,Biological disturbance,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,6.624293633517161e-5
Environmental Management,"Chemical changes, chemicals and other pollutants",Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,8.7123666978906e-5
Environmental Management,"Chemical changes, chemicals and other pollutants",Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,8.778437055808783e-5
Environmental Management,Energy,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.0491707347433699e-6
Environmental Management,Energy,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.0571271360709866e-6
Environmental Management,Physical change,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.004314723263766365
Environmental Management,Physical change,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,0.00434744402957435
Environmental Management,Biological disturbance,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,3.4976829153034637e-7
Environmental Management,Biological disturbance,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.0603845276447213e-5
Environmental Management,"Chemical changes, chemicals and other pollutants",Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,4.635088812762497e-7
Environmental Management,"Chemical changes, chemicals and other pollutants",Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.4052092714888257e-5
Environmental Management,Energy,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.581720448548397e-9
Environmental Management,Energy,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.6921974188633257e-7
Environmental Management,Physical change,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.2954871188894825e-5
Environmental Management,Physical change,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,6.95917578356865e-4
Fishing,Biological disturbance,Zooplankton,Biomass,Provisioning,18,1.2719507803064894e-6
Fishing,Biological disturbance,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.940488992832602e-5
Fishing,"Chemical changes, chemicals and other pollutants",Zooplankton,Biomass,Provisioning,18,1.9098873710526488e-7
Fishing,"Chemical changes, chemicals and other pollutants",Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.0421434918375415e-5
Fishing,Physical change,Zooplankton,Biomass,Provisioning,18,2.7531550677173184e-9
Fishing,Physical change,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.5022784481054386e-7
Fishing,Biological disturbance,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.5200834721644472e-4
Fishing,Biological disturbance,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.078139232013574e-5
Fishing,"Chemical changes, chemicals and other pollutants",Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.282469000674056e-5
Fishing,"Chemical changes, chemicals and other pollutants",Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,7.625038749795593e-6
Fishing,Physical change,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,3.290241713389618e-7
Fishing,Physical change,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.0991702648921259e-7
Fishing,Biological disturbance,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.1382506539502365e-4
Fishing,Biological disturbance,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,5.381036873104958e-4
Fishing,"Chemical changes, chemicals and other pollutants",Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.7091310314288618e-5
Fishing,"Chemical changes, chemicals and other pollutants",Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,8.079852244467672e-5
Fishing,Physical change,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.4637592938152287e-7
Fishing,Physical change,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.1647328785153845e-6
